12121;CVC1088-160H             ;15574111;88-98;C10 аюлоеп оепедм упнл;4530;;;;;;;;;;;3
12309;CVC1088-160B             ;15607509;88-98;C10 аюлоеп оепедм вепм;3882;;;;;;;;;;;3
15262;CVC1088-161H             ;15545110;88-98;C10 аюлоеп оепедм я нрб о/ йпеокем мнлеп.гмюйю упнл;3587;;;;;;;;;;;3
12310;CVC1088-170B             ;15574113;88-98;C10 лнкдхмц аюлоепю оепедм я упнл лнкдхмц вепм;996;;;;;;;;;;;3
12252;CVC1088-220              ;15569430;88-98;C10 яоникеп аюлоепю оепедм я нрб о/йпчй;483;;;;;;;;;;;3
5058;CVC1088-270-L            ;15029229;88-98;C10 йпшкн оепедм кеб;2059;;;;;;;;;;;3
5057;CVC1088-270-R            ;15998378;88-98;C10 йпшкн оепедм опюб;2059;;;;;;;;;;;3
12318;CVC1088-300M-L           ;15977657/15655943;88-98;C10 ондйпшкнй оепедм йпшкю кеб лерюк;764;;;;;;;;;;;3
12317;CVC1088-300M-R           ;15655944/15995932;88-98;C10 ондйпшкнй оепедм йпшкю опюб лерюк;764;;;;;;;;;;;3
5059;CVC1088-330              ;15646490;88-98;C10 йюонр;3765;;;;;;;;;;;3
12313;CVC1088-340-L            ;12470327;88-98;C10 оеркъ йюонрю кеб;332;;;;;;;;;;;3
12314;CVC1088-340-R            ;12470328;88-98;C10 оеркъ йюонрю опюб;332;;;;;;;;;;;3
11939;CVC1073-380              ;15149286;73-80;C10 ясоонпр пюдхюрнпю;3454;;;;;;;;;;;3
12811;CVC1088-380              ;15149285/6;88-98;C10 ясоонпр пюдхюрнпю;2582;;;;;;;;;;;3
12338;CVC1088-450-L            ;15764757/15697337;88-98;C10 гепйюкн кеб щкейрп;1559;;;;;;;;;;;3
12337;CVC1088-450-R            ;15764758/15036360;88-98;C10 гепйюкн опюб щкейрп;1559;;;;;;;;;;;3
14495;CVC1088-740R-L           ;;88-98;C10 тнмюпэ гюдм бмеьм кеб йпюям;812;;;+;7 ДМ;332-1914L-AS;;;;;;3
14496;CVC1088-740R-R           ;;88-98;C10 тнмюпэ гюдм бмеьм опюб йпюям;676;;;;;332-1914R-AS;;;;;;3
15406;CVC1088-741H-N           ;;88-98;C10 тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц (LEXUS рхо) опнгпюв бмсрпх упнл;2278;;;;;;;;;;;3
12280;CVC1088-810-L            ;15665555;88-98;C10 {гюдмхи опхбнд 2WD} пшвюц оепедм ондбеяйх кеб мхфм;3587;;;;;;;;;;;3
12281;CVC1088-810-R            ;15665554;88-98;C10 {гюдмхи опхбнд 2WD} пшвюц оепедм ондбеяйх опюб мхфм;3587;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHEVY YUKON/SUBURBAN/TAHOE/AVALANCHE (07-11);;;;;;;;;;;;;;;2
28681;CVTAH07-000H-N           ;GM425-B0WCA;07-11;TAHOE {SUBURBAN / AVALANCHE (07-11)} тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я яберъы нандй я дхнд EAGLE EYES бмсрпх упнл;10519;;;;;;;;;;;3
28683;CVTAH07-740BH-N          ;GM462-BUWE2-BH2V;07-11;TAHOE {SUBURBAN / YUKON (07-11)} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц я дхнд опнгпюв EAGLE EYES бмсрпх вепм-упнл;7223;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHEVY YUKON/SUBURBAN/TAHOE/SILVERADO C10 (99-);;;;;;;;;;;;;;;2
17960;CV10C99-000-L            ;16526133/16524403;99-;CV C10 тюпю кеб (USA);1096;;;;;332-1182L-HS;;;;;;3
17961;CV10C99-000-R            ;16526134/16524404;99-;CV C10 тюпю опюб (USA);1096;;;;;332-1182R-HS;;;;;;3
28679;CV10C99-001B-N           ;GM317-B1WHW-2V;99-;CV C10 тюпю к+о (йнлокейр) (USA) рчмхмц опнгпюв я яберъы нандй я дхнд EAGLE EYES бмсрпх вепм;4514;;;;;;;;;;;3
17985;CV10C99-040WY-L          ;15199558;99-;CV C10 сйюг.онбнпнрю мхфм кеб аек-фекр;589;;;+;7 ДМ;332-1678L-US;;;;;;3
17986;CV10C99-040WY-R          ;15199559;99-;CV C10 сйюг.онбнпнрю мхфм опюб аек-фекр;589;;;+;7 ДМ;332-1678R-US;;;;;;3
28691;CV10C99-041TT-N          ;GM471-BUSE2;99-;CV C10 сйюг.онбнпнрю мхфм к+о (йнлокейр) рчмхмц упсярюк я дхнд EAGLE EYES рнмхп;3945;;;;;;;;;;;3
17962;CV10C99-070-L            ;15187249/15060950/15033922;99-;CV C10 тюпю опнрхбнрсл кеб;824;;;;;335-2001L-US;;;;;;3
17963;CV10C99-070-R            ;15187250/15060951/15033922;99-;CV C10 тюпю опнрхбнрсл опюб;863;;;;;335-2001R-US;;;;;;3
16590;CV10C99-100H             ;15090417/15747824/15032585;99-04;CV C10 {SUBURBAN} пеьерйю пюдхюрнпю вепм лнкдхмц упнл;1971;;;;;;;;;;;3
15685;CV10C99-220B             ;15005294;99-;CV C10 яоникеп аюлоепю оепедм я нрб о/опнрхбнрсл вепм;830;;;;;;;;;;;3
15264;CV10C99-270-L            ;12479757;99-;CV C10 йпшкн оепедм кеб;2314;1;;;;;;;;;;3
15265;CV10C99-270-R            ;12476220;99-;CV C10 йпшкн оепедм опюб;2550;;;;;;;;;;;3
15266;CV10C99-330              ;12377104;99-;CV C10 йюонр;3493;;;;;;;;;;;3
17987;CVC1099-740T3-L          ;5978265/15198449;99-03;C10 тнмюпэ гюдм бмеьм кеб рпеужберм;1799;;;+;7 ДМ;335-1902L-US;;;;;;3
17988;CVC1099-740T3-R          ;15075530/5978266/15198452;99-03;C10 тнмюпэ гюдм бмеьм опюб рпеужберм;1494;;;;;335-1902R-US;;;;;;3
28680;CVC1099-741BH-N          ;GM348-BUSE2-BH;99-;C10 {SUBURBAN/TAHOE 00-06} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц я дхнд рнмхп EAGLE EYES бмсрпх вепм-упнл;4965;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER/DODGE/PLYMOUTH;;;;;;;;;;;;;;;1
;CHRYSLER 300M (99-);;;;;;;;;;;;;;;2
15319;CR30099-000-L            ;4780015AC;99-;300M тюпю кеб;3703;;;;;333-1162L-US;;;;;;3
15320;CR30099-000-R            ;4780014AD;99-;300M тюпю опюб;3703;;;;;333-1162R-US;;;;;;3
18116;CR30099-040Y-L           ;4805139AB;99-04;300M сйюг.онбнпнрю мхфм кеб б аюлоеп аег нрб о/нлшбюр тюп фекр;1019;;;+;7 ДМ;333-1628L-US;;;;;;3
18117;CR30099-040Y-R           ;4805138AB;99-04;300M сйюг.онбнпнрю мхфм опюб б аюлоеп аег нрб о/нлшбюр тюп фекр;1019;;;+;7 ДМ;333-1628R-US;;;;;;3
15351;CR30099-100H             ;4805107AB;99-01;300M пеьерйю пюдхюрнпю упнл;2657;;;;;;;;;;;3
15747;CR30099-160X             ;4574820AB;99-01;300M аюлоеп оепедм я нрб о/нлшбюр тюп цпсмр;6930;;;;;;;;;;;3
15088;CR30099-270-L            ;5003067AC;99-;300M йпшкн оепедм кеб;3197;+;;;;;;;;;;3
15089;CR30099-270-R            ;5003066AC;99-;300M йпшкн оепедм опюб;5811;;;;;;;;;;;3
15090;CR30099-330              ;5003100AD;99-;300M йюонр;7260;1;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER 300я (05-);;;;;;;;;;;;;;;2
28646;CR30C05-000H-N           ;CS184-B0WCA;05-;300C тюпю к+о (йнлокейр) рчмхмц я яберъы нандй , дхнд EAGLE EYES бмсрпх упнл;8006;;;;;;;;;;;3
28653;CR30C05-001H-N           ;CS288-B0WC0;05-;300C {Я НОЖХЕИ ГЮДЕПФЙХ} тюпю к+о (йнлокейр) рчмхмц (DEVIL EYES) я яберъы нандй , дхнд EAGLE EYES бмсрпх упнл;7983;;;;;;;;;;;3
28654;CR30C05-002B-N           ;CS288-B1WC0;05-;300C {Я НОЖХЕИ ГЮДЕПФЙХ} тюпю к+о (йнлокейр) рчмхмц (DEVIL EYES) я яберъы нандй , дхнд EAGLE EYES бмсрпх вепм;8074;;;;;;;;;;;3
25620;CR30C05-100H             ;;05-;300C пеьерйю пюдхюрнпю онкмнярэч упнл;0;;;;;;;;;;;3
22402;CR30C05-160XB            ;4805774AC;05-;300C аюлоеп оепедм цпсмр вепм;4772;;;;;;;;;;;3
27159;CR30C05-240              ;04805872AB;05-;300C сяхкхрекэ аюлоепю оепедм;1222;;;;;;;;;;;3
18953;CR30C05-270-L            ;5065285AC;05-;300C йпшкн оепедм кеб;2292;;;;;;;;;;;3
18954;CR30C05-270-R            ;5065284AC;05-;300C йпшкн оепедм опюб;1993;;;;;;;;;;;3
25625;CR30C05-300-L            ;05065503AB;05-;300C ондйпшкнй оепедм йпшкю кеб;575;;;;;;;;;;;3
25626;CR30C05-300-R            ;05065502AC;05-;300C ондйпшкнй оепедм йпшкю опюб;548;;;;;;;;;;;3
22737;CR30C05-330              ;05112136AD;05-;300C йюонр юкчлхм;14963;;;;;;;;;;;3
22949;CR30C05-380              ;05139179AD;05-;300C ясоонпр пюдхюрнпю;3548;;;;;;;;;;;3
28647;CR30C05-740TT-N          ;CS195-BUSE2;05-;300C тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц дхнд , упнл - йпюям EAGLE EYES рнмхп;5587;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER CONCORD  (98-04) LHS (99-04);;;;;;;;;;;;;;;2
15269;CRCON98-100HG            ;4574849;98-01;CONCORD пеьерйю пюдхюрнпю б яанпе упнл-яеп;1667;;;;;;;;;;;3
18518;CRCON98-270-L            ;5003061AD;98-04;CONCORD {+ LHS 99-04} йпшкн оепедм кеб;2659;;;;;;;;;;;3
18517;CRCON98-270-R            ;5003060AC;98-04;CONCORD {+ LHS 99-04} йпшкн оепедм опюб;2659;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER CONCORD/EAGLE VISION (93-97);;;;;;;;;;;;;;;2
10052;CRCON93-000-L            ;4856563;93-97;CONCORD {EL VISION} тюпю кеб;860;;;;;333-1107L-US;;;;;;3
10051;CRCON93-000-R            ;4856562;93-97;CONCORD {EL VISION} тюпю опюб;860;;;;;333-1107R-US;;;;;;3
12299;CRCON93-030-L            ;;93-97;CONCORD {EL VISION} сйюг.онбнпнрю сцкнбни кеб;495;;;;;333-1506L-US;;;;;;3
12300;CRCON93-030-R            ;;93-97;CONCORD {EL VISION} сйюг.онбнпнрю сцкнбни опюб;595;;;+;7 ДМ;333-1506R-US;;;;;;3
11879;CRCON93-100              ;4630179;93-97;CONCORD пеьерйю пюдхюрнпю;664;;;;;;;;;;;3
12786;CRCON93-160X             ;4723699;93-97;CONCORD аюлоеп оепедм цпсмр;1622;;;;;;;;;;;3
10123;CRCON93-160B             ;4723699;93-97;CONCORD аюлоеп оепедм вепм;1993;;;;;;;;;;;3
12001;CRVIS93-240T             ;4805070/4697320;93-97;VISION сяхкхрекэ аюлоепю оепедм ярюкэм;2325;;;;;;;;;;;3
5006;CRCON93-270P-L           ;4580597;93-97;CONCORD {EL VISION} йпшкн оепедм кеб окюярхй;1901;;;;;;;;;;;3
5007;CRCON93-270P-R           ;4580596;93-97;CONCORD {EL VISION} йпшкн оепедм опюб окюярхй;1901;;;;;;;;;;;3
11615;CRCON93-390              ;4584457;93-97;CONCORD {INTREPID/NEW YORKER/LHS/VISION} аюкйю ясоонпрю пюдхюр бепум;0;;;;;;;;;;;3
18687;CRINT93-810-L            ;4616403;93-97;INTREPID {+CONCORD 93-04)(VISION 93-97)(NEWYORKER/LHS 94-97)(LHS/300M 99-04)} пшвюц оепедм ондбеяйх кеб мхфм;1207;;;+;7 ДМ;;;;;;;3
18686;CRINT93-810-R            ;4616402;93-97;INTREPID {+CONCORD 93-04)(VISION 93-97)(NEWYORKER/LHS 94-97)(LHS/300M 99-04)} пшвюц оепедм ондбеяйх опюб мхфм;1207;;;+;7 ДМ;;;;;;;3
22169;CRCON93-910              ;4525336/4592025/4525337;93-96;CONCORD {INTREPID/NEW YORKER/LHS/VISION} пюдхюрнп нукюфдем AT;3248;;;;;;;;;;;3
12561;CRINT93-910              ;4592052;93-97;INTREPID {CONCORDE/NEW YORKER/LHS/VISION} пюдхюрнп нукюфдем AT;4803;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER NEW YORKER/LHS (94-97);;;;;;;;;;;;;;;2
17604;CRLHS94-000-L            ;4778261;94-97;LHS тюпю кеб;4374;;;;;333-1165L-AS;;;;;;3
17605;CRLHS94-000-R            ;4778260;94-97;LHS тюпю опюб;4374;;;;;333-1165R-AS;;;;;;3
13417;CRNEW94-030-L            ;;94-97;NEW YORKER {LHS} сйюг.онбнпнрю сцкнбни кеб;1471;;;;;333-1525L-US;;;;;;3
13418;CRNEW94-030-R            ;;94-97;NEW YORKER {LHS} сйюг.онбнпнрю сцкнбни опюб;1770;;;+;7 ДМ;333-1525R-US;;;;;;3
11997;CRNEW94-240T             ;4601074;94-97;NEW YORKER {LHS} сяхкхрекэ аюлоепю оепедм ярюкэм;896;;;;;;;;;;;3
16509;CRNEW94-270-R            ;4580591;94-97;NEW YORKER {LHS} йпшкн оепедм опюб;3635;;;;;;;;;;;3
18687;CRINT93-810-L            ;4616403;93-97;INTREPID {+CONCORD 93-04)(VISION 93-97)(NEWYORKER/LHS 94-97)(LHS/300M 99-04)} пшвюц оепедм ондбеяйх кеб мхфм;1207;;;+;7 ДМ;;;;;;;3
18686;CRINT93-810-R            ;4616402;93-97;INTREPID {+CONCORD 93-04)(VISION 93-97)(NEWYORKER/LHS 94-97)(LHS/300M 99-04)} пшвюц оепедм ондбеяйх опюб мхфм;1207;;;+;7 ДМ;;;;;;;3
12561;CRINT93-910              ;4592052;93-97;INTREPID {CONCORDE/NEW YORKER/LHS/VISION} пюдхюрнп нукюфдем AT;4803;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER PACIFICA (04-);;;;;;;;;;;;;;;2
28245;CRPCF07-000-L            ;5113061AC/5113061AD;07-;PACIFICA тюпю кеб;2159;;;;;333-1184L-AS;;;;;;3
24998;CRPCF04-000-L            ;4857851AA;04-;PACIFICA тюпю кеб кхмгнбюм;4834;+;;;;333-1168L-AS;;;;;;3
28246;CRPCF07-000-R            ;5113060AC/5113060AD;07-;PACIFICA тюпю опюб;2159;;;;;333-1184R-AS;;;;;;3
24999;CRPCF04-000-R            ;4857850AA;04-;PACIFICA тюпю опюб кхмгнбюм;4717;+;;;;333-1168R-AS;;;;;;3
28651;CRPCF07-001B-N           ;CS246-B1WC0;07-;PACIFICA тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я яберъы нандй EAGLE EYES бмсрпх вепм;11356;;;;;;;;;;;3
25000;CRPCF04-001-L            ;4857851AC;04-;PACIFICA тюпю кеб;3363;+;;;;333-1169L-AS2;;;;;;3
25001;CRPCF04-001-R            ;4857851AC;04-;PACIFICA тюпю опюб;3363;+;;;;333-1169R-AS2;;;;;;3
28659;CRPCF04-070-Z            ;4805857AA/4805857AB;04-;PACIFICA {VOYAGER&CARAVAN 05-/CALIBER 07-/COMPASS 07-/NITRO 07-} тюпю опнрхбнрсл к=о EAGLE EYES;1196;;;;;;;;;;;3
25006;CRPCF04-071-Z            ;4805857AA/4805857AB;04-;PACIFICA {VOYAGER&CARAVAN 05-/CALIBER 07-/COMPASS 07-/NITRO 07-} тюпю опнрхбнрсл к=о (DEPO);2274;+;;;;333-2026N-AQ;;;;;;3
28661;CRSTR01-071-Z            ;4805391AB/C;01-;STRATUS {+SEBRING SEDAN/ CR PACCIFICA 04-} тюпю опнрхбнрсл к=о EAGLE EYES;931;;;;;;;;;;;3
24893;CRPCF04-100              ;04857625AB;04-;PACIFICA пеьерйю пюдхюрнпю я упнл лнкдхмц;4323;;;;;;;;;;;3
24900;CRPCF04-160X             ;05102341AA;04-;PACIFICA аюлоеп оепедм бепум цпсмр;4627;+;;;;;;;;;;3
24895;CRPCF04-160TG            ;0YM13ABVAA;04-;PACIFICA аюлоеп оепедм мхфм релмн-яеп;5841;1;;;;;;;;;;3
24896;CRPCF04-170H-L           ;04857779AA;04-;PACIFICA лнкдхмц аюлоепю оепедм кеб упнл;1364;+;;;;;;;;;;3
24897;CRPCF04-170H-R           ;04857778AA;04-;PACIFICA лнкдхмц аюлоепю оепедм опюб упнл;1290;+;;;;;;;;;;3
24905;CRPCF04-240              ;04857840AE;04-;PACIFICA сяхкхрекэ аюлоепю оепедм юкчлхм;5610;+;;;;;;;;;;3
24906;CRPCF07-240              ;05113264AC;07-;PACIFICA сяхкхрекэ аюлоепю оепедм юкчлхм;6237;+;;;;;;;;;;3
24891;CRPCF04-270-L            ;05093793AB;04-;PACIFICA йпшкн оепедм кеб;2388;+;;;;;;;;;;3
24892;CRPCF04-270-R            ;05093792AB;04-;PACIFICA йпшкн оепедм опюб;2313;1;17 яЕМ;;;;;;;;;3
25598;CRPCF04-300-L            ;4857647AF;04-;PACIFICA ондйпшкнй оепедм йпшкю кеб;879;+;;;;;;;;;;3
25599;CRPCF04-300-R            ;4857646AE;04-;PACIFICA ондйпшкнй оепедм йпшкю опюб;953;+;;;;;;;;;;3
24889;CRPCF04-330A             ;04719658AD;04-;PACIFICA йюонр юкчлхм;12887;+;;;;;;;;;;3
24890;CRPCF04-330M             ;04719658AD;04-;PACIFICA йюонр лерюк;4792;1;;;;;;;;;;3
24904;CRPCF04-380              ;5103397AC;04-;PACIFICA ясоонпр пюдхюрнпю;8910;+;;;;;;;;;;3
24902;CRPCF04-390              ;05103398AA;04-;PACIFICA аюкйю ясоонпрю пюдхюр бепум;1650;+;;;;;;;;;;3
24903;CRPCF04-410              ;05103397AC;04-06;PACIFICA аюкйю ясоонпрю пюдхюр мхфм;6468;+;;;;;;;;;;3
24894;CRPCF04-640X             ;05102346AA;04-;PACIFICA аюлоеп гюдм бепум цпсмр;4785;1;;;;;;;;;;3
24901;CRPCF04-640TG            ;0YM14ZSPAA;04-;PACIFICA аюлоеп гюдм мхфм релмн-яеп;6765;1;24 яЕМ;;;;;;;;;3
24898;CRPCF04-650H-L           ;4857781AA;04-;PACIFICA лнкдхмц аюлоепю гюдм кеб упнл;1515;+;;;;;;;;;;3
24899;CRPCF04-650H-R           ;4857780AA;04-;PACIFICA лнкдхмц аюлоепю гюдм опюб упнл;1515;+;;;;;;;;;;3
25447;CRPCF04-740-L            ;;04-;PACIFICA тнмюпэ гюдм бмеьм кеб;2135;;;;;333-1948L-US;;;;;;3
25448;CRPCF04-740-R            ;;04-;PACIFICA тнмюпэ гюдм бмеьм опюб;2135;;;;;333-1948R-US;;;;;;3
;;;;;;;;;;;;;;;;4
;CHRYSLER PT CRUISER (01-);;;;;;;;;;;;;;;2
17956;CRPTC01-000-L            ;5288765AF/H/I;01-04;PT CRUISER тюпю кеб (USA);1759;+;;;;333-1159L-US;;;;;;3
17957;CRPTC01-000-R            ;5288764AF/H/I;01-04;PT CRUISER тюпю опюб (USA);1857;;;;;333-1159R-US;;;;;;3
20852;CRPTC01-001B-N           ;;01-04;PT CRUISER тюпю к+о (йнлокейр) (USA) бмсрпх вепм;7364;;;;;333-1159P-US2;;;;;;3
18519;CRPTC01-100XB            ;5080979AA;01-;PT CRUISER пеьерйю пюдхюрнпю цпсмр вепм;1518;;;+;7 ДМ;;;;;;;3
24916;CRPTC02-160              ;;02-05;PT CRUISER аюлоеп оепедм;2244;+;;;;;;;;;;3
27157;CRPTC05-160              ;05179104AA;05-;PT CRUISER аюлоеп оепедм;1599;1;;;;;;;;;;3
18074;CRPTC01-160X             ;5017861AB;01-;PT CRUISER аюлоеп оепедм цпсмр;1914;;17 яЕМ;;;;;;;;;3
17432;CRPTC01-270-L            ;5015485AA;01-02;PT CRUISER йпшкн оепедм кеб;1663;;;;;;;;;;;3
17433;CRPTC01-270-R            ;5015484AA;01-02;PT CRUISER йпшкн оепедм опюб;1749;+;17 яЕМ;;;;;;;;;3
24917;CRPTC01-300-L            ;04724529AD;01-05;PT CRUISER ондйпшкнй оепедм йпшкю кеб;320;+;;;;;;;;;;3
24918;CRPTC01-300-R            ;04724528AD;01-05;PT CRUISER ондйпшкнй оепедм йпшкю опюб;308;+;;;;;;;;;;3
17434;CRPTC01-330              ;4724754AB;01-;PT CRUISER йюонр;6171;+;;;;;;;;;;3
24914;CRPTC01-390              ;04724509AA;01-;PT CRUISER аюкйю ясоонпрю пюдхюр бепум;863;+;;;;;;;;;;3
24915;CRPTC01-410              ;04724477AC;01-;PT CRUISER аюкйю ясоонпрю пюдхюр мхфм;755;+;;;;;;;;;;3
24913;CRPTC03-640X             ;05093642AA;03-05;PT CRUISER аюлоеп гюдм цпсмр;8250;+;;;;;;;;;;3
26116;CRPTC01-730-Z            ;5288752AC/AB;01-05;PT CRUISER тнмюпэ гюдм б аюлоеп к=о (USA);970;;;;;333-1301N-US;;;;;;3
26114;CRPTC01-740RY-L          ;5288743AE/AF/AG;01-05;PT CRUISER тнмюпэ гюдм бмеьм кеб (USA) йпюям-фекр;830;;;;;333-1931L-US;;;;;;3
26115;CRPTC01-740RY-R          ;5288742AE/AF/AG;01-05;PT CRUISER тнмюпэ гюдм бмеьм опюб (USA) йпюям-фекр;830;;;;;333-1931R-US;;;;;;3
22892;CRPTC01-810-L            ;4656731AH;01-;PT CRUISER пшвюц оепедм ондбеяйх кеб мхфм;1441;;;;;;;;;;;3
22891;CRPTC01-810-R            ;4656730AH;01-;PT CRUISER пшвюц оепедм ондбеяйх опюб мхфм;1441;;;;;;;;;;;3
18995;CRPTC01-910A             ;5017404AB;01-06;PT CRUISER пюдхюрнп нукюфдем AT MT ЙПНЛЕ рспан юкчлхм;5629;;;;;;;;;;;3
20111;CRPTC01-911              ;5017404AB;01-06;PT CRUISER пюдхюрнп нукюфдем AT MT;3497;;;;;;;;;;;3
24808;CRPTC01-912              ;05096190AA/5017404AB;01-06;PT CRUISER пюдхюрнп нукюфдем AT MT (KOYO);4733;;;;;;PL331740;;;;;3
23555;CRPTC01-930              ;5017405/5017405AA/5017405AB/5073579AA;01-04;PT CRUISER йнмдемяюрнп йнмдхж;2640;;;;;;;;;;;3
23939;CRPTC05-930              ;5093598AA;05-;PT CRUISER йнмдемяюрнп йнмдхж;3092;;;;;;;;;;;3
28342;CRPTC01-970              ;5278558AA/5058031AC;01-;PT CRUISER йнлопеяянп йнмдхж (AVA) (ЯЛ.ЙЮРЮКНЦ);24745;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;DODGE CALIBER (07-);;;;;;;;;;;;;;;2
23370;CRCAL07-000-L            ;5303739AE;07-;CALIBER тюпю кеб (DEPO);1823;;;;;334-1118L-US;;;;;;3
23371;CRCAL07-000-R            ;5303738AE;07-;CALIBER тюпю опюб (DEPO);1823;;;;;334-1118R-US;;;;;;3
28648;CRCAL07-001-L            ;5303739AE;07-;CALIBER тюпю кеб EAGLE EYES;1539;;;;;;;;;;;3
28649;CRCAL07-001-R            ;5303738AE;07-;CALIBER тюпю опюб EAGLE EYES;1539;;;;;;;;;;;3
25006;CRPCF04-071-Z            ;4805857AA/4805857AB;04-;PACIFICA {VOYAGER&CARAVAN 05-/CALIBER 07-/COMPASS 07-/NITRO 07-} тюпю опнрхбнрсл к=о (DEPO);2274;+;;;;333-2026N-AQ;;;;;;3
25612;CRCAL07-100X             ;68050326AA;07-;CALIBER {+ COMPASS 07-} пеьерйю пюдхюрнпю цпсмр;1716;+;;;;;;;;;;3
25613;CRCAL07-101HB            ;YE691Z0AB;07-;CALIBER {+ COMPASS 07-} пеьерйю пюдхюрнпю упнл-вепм;2343;+;;;;;;;;;;3
25570;CRCAL07-160X             ;5183407AA;07-;CALIBER аюлоеп оепедм аег нрб о/опнрхбнрсл цпсмр;1290;+;17 яЕМ;;;;;;;;;3
25571;CRCAL07-161X             ;5183394AB;07-;CALIBER аюлоеп оепедм я нрб о/опнрхбнрсл цпсмр;2343;+;;;;;;;;;;3
25572;CRCAL07-240              ;5303764AB;07-;CALIBER {+ COMPASS 07-} сяхкхрекэ аюлоепю оепедм аег нрб о/йпчй;3861;1;17 яЕМ;;;;;;;;;3
25573;CRCAL07-241              ;5303761AC;07-;CALIBER {+ COMPASS 07-} сяхкхрекэ аюлоепю оепедм я нрб о/йпчй;3795;+;17 яЕМ;;;;;;;;;3
25565;CRCAL07-270-L            ;5115661AD;07-;CALIBER йпшкн оепедм кеб;1205;+;;;;;;;;;;3
25566;CRCAL07-270-R            ;5115660AD;07-;CALIBER йпшкн оепедм опюб;1205;+;17 яЕМ;;;;;;;;;3
25567;CRCAL07-300-L            ;5303867AC;07-;CALIBER ондйпшкнй оепедм йпшкю кеб;314;;;;;;;;;;;3
25568;CRCAL07-300-R            ;5303866AC;07-;CALIBER ондйпшкнй оепедм йпшкю опюб;319;;;;;;;;;;;3
25569;CRCAL07-330              ;5074140AG;07-;CALIBER йюонр;3102;1;;;;;;;;;;3
28650;CRCAL07-740HB-N          ;CS207-BUWE2-BH;07-;CALIBER тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц опнгпюв дхнд EAGLE EYES бмсрпх упнл-вепм;5977;;;;;;;;;;;3
29182;CRCAL07-741-L            ;5303753AD;07-;CALIBER тнмюпэ гюдм бмеьм кеб EAGLE EYES;0;;;;;;;;;;;3
29183;CRCAL07-741-R            ;5303752AD;07-;CALIBER тнмюпэ гюдм бмеьм опюб EAGLE EYES;0;;;;;;;;;;;3
26234;CRCAL07-810-L            ;05105041AC;07-;CALIBER {COMPASS/PATRIOT 07-} пшвюц оепедм ондбеяйх кеб мхфм;1432;;;;;;;;;;;3
26235;CRCAL07-810-R            ;05105040AD;07-;CALIBER {COMPASS/PATRIOT 07-} пшвюц оепедм ондбеяйх опюб мхфм;1432;;;;;;;;;;;3
22234;CRCAL07-910              ;5191249AA;07-;CALIBER пюдхюрнп нукюфдем AT (KOYO);3594;;;;;;PL332003;;;;;3
;;;;;;;;;;;;;;;;4
;DODGE DAKOTA/ DURANGO  (97-01);;;;;;;;;;;;;;;2
16255;CRDAK98-010-L            ;55055111AH;98-03;DACOTA/DURANGO тюпю +сйюг.онбнпнрю кеб;1598;;;;;333-1130L-USC;;;;;;3
16256;CRDAK98-010-R            ;55055110AH;98-03;DACOTA/DURANGO тюпю +сйюг.онбнпнрю опюб;1598;;;;;333-1130R-USC;;;;;;3
11731;CRDAK97-160X             ;;97-00;DACOTA/DURANGO аюлоеп оепедм мхфм аег нрб о/опнрхбнрсл цпсмр;3653;;;;;;;;;;;3
14258;PLCAR96-740-L            ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм кеб;705;+;;;;333-1915L-US;;;;;;3
14259;PLCAR96-740-R            ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм опюб;705;+;;;;333-1915R-US;;;;;;3
20597;PLCAR96-742B-N           ;;96-00;CARAVAN {+VOYAGER/DURANGO 97-02} тнмюпэ гюдм бмеьм к+о (йнлокейр) рчмхмц (LEXUS рхо) бмсрпх вепм;2060;;;;;333-1934PCAS2C;;;;;;3
17495;CRDAK97-990B             ;;97-01;DACOTA/DURANGO {мюйкюдйю мю гюдмхи аюлоеп о/мнцс} вепм;830;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;DODGE INTREPID (93-97);;;;;;;;;;;;;;;2
15609;CRINT95-000-L            ;4778257;95-97;INTREPID тюпю кеб;869;1;;;;333-1137L-US;;;;;;3
