287002F730;287002F730;;MOBIS/KIA/HYUNDAI;CERATO 2,0 4 DR;цксьхрекэ гюдмхи;2;;;1;2 930
287002D701;287002D701;;MOBIS/KIA/HYUNDAI;ELANTRA;цксьхрекэ гюдмхи;1;;;1;2 807
287003J100;287003J100;;MOBIS/KIA/HYUNDAI;IX55 07-;цксьхрекэ гюдмхи опюбши;1;;;1;5 399
2865028232;2865028232;;MOBIS/KIA/HYUNDAI;Lantra;цксьхрекэ япедмхи;1;;;1;1 250
286501M031;286501M031;;MOBIS/KIA/HYUNDAI;CERATO 08-;цксьхрекэ япедмхи;3;;;1;4 094
286501M130;286501M130;;MOBIS/KIA/HYUNDAI;CERATO 08-;цксьхрекэ япедмхи;3;;;1;5 617
286102B750;286102B750;;MOBIS/KIA/HYUNDAI;SANTA FE;цксьхрекъ рпсаю опхелмюъ;1;;;1;4 599
2865025000;2865025000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);цксьхрекъ рпсаю опхелмюъ;10;;;1;2 288
9512025000;9512025000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);цмегдн опхйспхбюрекъ;10;;;1;253
0K2A410100;0K2A410100;;MOBIS/KIA/HYUNDAI;SEPHIA II/SHUMA 1.5;цнкнбйю акнйю жхкхмдпнб б яанпе;1;;;1;10 213
9568038000;9568038000;;MOBIS/KIA/HYUNDAI;SONATA EF (рЮцЮГ) 01MY;дюрвхй ABS гюдмхи кебши;1;;;1;581
956902H750;956902H750;;MOBIS/KIA/HYUNDAI;ELANTRA;дюрвхй юая;3;;;1;9 000
9475037000;9475037000;;MOBIS/KIA/HYUNDAI;TUSCANI;дюрвхй дюбкемхъ люякю;2;;;1;282
0K2N161760;0K2N161760;;MOBIS/KIA/HYUNDAI;SEPHIA II/SHUMA 1,5;дюрвхй йювеярбю бнгдсую;3;;;1;1 043
1625405717;1625405717;;SSANGYONG;;дюрвхй йхякнпндмши;3;;;1;596
3921037405;3921037405;;MOBIS/KIA/HYUNDAI;SANTA FE;дюрвхй йхякнпндмши 2.7бепумхи опюбши;2;;;1;845
3921038005;3921038005;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;дюрвхй йхякнпндмши бепу.;2;;;1;2 457
1625404117;1625404117;;SSANGYONG;;дюрвхй йхякнпндмши къладю;3;;;1;5 368
8794011001;8794011001;;SSANGYONG;;дюрвхй нябеыеммнярх;2;;;1;240
0K08A18891;0K08A18891;;MOBIS/KIA/HYUNDAI;SPORTAGE;дюрвхй онкнфемхъ йнкембюкю;6;;;1;566
391803A000;391803A000;;MOBIS/KIA/HYUNDAI;IX55 07-;дюрвхй онкнфемхъ йнкембюкю;2;;;1;95
393503A000;393503A000;;MOBIS/KIA/HYUNDAI;IX55 07-;дюрвхй онкнфемхъ пюяопедбюкю;1;;;1;260
964204A600;964204A600;;MOBIS/KIA/HYUNDAI;TRAZET XG;дюрвхй яйнпнярх;1;;;1;1 119
;9384038000;;MOBIS/KIA/HYUNDAI;;дюрвхй ярно яхцмюкю;1;;;1;190
944602H000;944602H000;;MOBIS/KIA/HYUNDAI;ELANTRA 06-/CERATO;дюрвхй спнбмъ рнокхбю;4;;;1;366
7700325001;7700325001;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);дбепэ гюдмъъ (ACCENT рЮц КЕБ.);5;;;1;8 641
0K7AD62020;0K7AD62020;;MOBIS/KIA/HYUNDAI;PREGIO 00-;дбепэ гюдмъъ 5-ъ;1;;;1;7 536
770041R301;770041R301;;MOBIS/KIA/HYUNDAI;SOLARIS;дбепэ гюдмъъ ОПЮБ. 4N;3;;;1;10 711
0K2N172020;0K2NA72020;;MOBIS/KIA/HYUNDAI;SPECTRA (хФЕБЯЙ);дбепэ гюдмъъ опюбюъ;1;;;1;9 520
7600325031;7600325002;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);дбепэ оепедмъъ (ACCENT рЮц КЕБ.);2;;;1;9 011
760041R300;760041R300;;MOBIS/KIA/HYUNDAI;SOLARIS;дбепэ оепедмъъ (SOLARIS /опюб.;1;;;1;12 390
760034L000;760034L000;;MOBIS/KIA/HYUNDAI;SOLARIS;дбепэ оепедмъъ кебюъ;1;;;1;11 400
0K53A59020A;0K53A59020A;;MOBIS/KIA/HYUNDAI;CARNIVAL 01-;дбепэ оепедмъъ кебюъ онд лнкдхмц;1;;;1;5 183
0K53A59020B;0K53A59020B;;MOBIS/KIA/HYUNDAI;CARNIVAL (09.2003-);дбепэ оепедмъъ кебюъ онд лнкдхмц;1;;;1;4 778
0K9A058020B;0K9A058020B;;MOBIS/KIA/HYUNDAI;CLARUS;дбепэ оепедмъъ опюбюъ;2;;;1;6 755
0K2AA58020;0K2AA58020E;;MOBIS/KIA/HYUNDAI;SEPHIA 98MY~01MY;дбепэ оепедмъъ опюбюъ;1;;;1;5 876
2240526610;2240526710;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг)/GETZ;дейнпюрхбмюъ мюйкюдйю мю лнрнп;20;;;1;201
553482H000;553482H000;;MOBIS/KIA/HYUNDAI;ELANTRA;делотеп юлнпрхгюрнпю;10;;;1;503
8219133010;8219133010;;MOBIS/KIA/HYUNDAI;Santa Fe (2000-)/Sonata (;делотеп дбепх;1;;;1;8
8641039000;8641039000;;MOBIS/KIA/HYUNDAI;Sonata EF;делотеп йюонрю;2;;;1;12
;546110U000;;MOBIS/KIA/HYUNDAI;SOLARIS;делотеп опсфхмш ондбеяйх;4;;;1;900
;3110122000;;MOBIS/KIA/HYUNDAI;;делотеп рнокхбмнцн аюйю;3;;;1;118
;611124B710;;MOBIS/KIA/HYUNDAI;;депфюрекэ тнмюпъ;1;;;1;691
;611114B710;;MOBIS/KIA/HYUNDAI;;депфюрекэ тнмюпъ;1;;;1;751
529102H050;529102H050;;MOBIS/KIA/HYUNDAI;ELANTRA 06-,CEED,I30;дхяй йнкеяю;1;;;1;2 010
4110039260;4110039260;;MOBIS/KIA/HYUNDAI;TUCSON;дхяй яжеокемхъ;7;;;1;2 970
411004Z000;DC2005;;Besf1ts;SPORTAGE (1994-2004);дХЯЙ ЯЖЕОКЕМХЪ;2;;;1;1 700
;411003A160;;MOBIS/KIA/HYUNDAI;;дхяй яжеокемхъ  Santa Fe (ДХГЕКЭ) 4WD;3;;;1;2 900
96549630;96549630;CCC020;GOLD ROTOR;LACETTI (J200);дхяй рнплнгмни гюдмхи;2;;;1;1 400
584113E500;584113E500;;MOBIS/KIA/HYUNDAI;SORENTO;дхяй рнплнгмни гюдмхи;10;;;1;2 862
584112H300;584112H300;CCA116;GOLD ROTOR;Elan 06-;дхяй рнплнгмни гюдмхи;2;;;1;1 213
584113A300;584113A300;;MOBIS/KIA/HYUNDAI;IX 35 / TUCSON 10-;дхяй рнплнгмни гюдмхи;10;;;1;1 808
584113X300;584113X300;;MOBIS/KIA/HYUNDAI;ELANTRA 11 (2011-);дхяй рнплнгмни гюдмхи;8;;;1;1 331
13502136;13502136;;GENERAL MOTORS;CRUZE;дхяй рнплнгмни гюдмхи (15);6;;;1;1 936
517122B700;517122B000;;MOBIS/KIA/HYUNDAI;SANTA FE 06-;дхяй рнплнгмни оепедмхи;1;;;1;1 774
517123C000;517123C000;CCB018;GOLD ROTOR;SONATA EF 01-;дхяй рнплнгмни оепедмхи;2;;;1;1 000
5171225060;5171225061;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);дхяй рнплнгмни оепедмхи;2;;;1;1 670
90121445;90121445;BRD10;BRC;NEXIA;дхяй рнплнгмни оепедмхи;2;;;1;750
517122F100;517122F100;;MOBIS/KIA/HYUNDAI;CERATO;дхяй рнплнгмни оепедмхи;9;;;1;1 999
5171225060;5171225060;197256;VALEO;ACCENT (рюцюг);дхяй рнплнгмни оепедмхи;2;;;1;1 100
517122F100;517122F100;;KAP;CERATO;дхяй рнплнгмни оепедмхи;2;;;1;1 430
5171225060;5171225010;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);дхяй рнплнгмни оепедмхи;6;;;1;1 560
5171225061;DB1046;;Besf1ts;ACCENT (рюцюг);дхяй рнплнгмни оепедмхи;8;;;1;1 300
3510026610;3510026610;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);дпняяекэмюъ гюякнмйю,йнпося;2;;;1;5 381
96874574;96874574;;GENERAL MOTORS;;фцср опнбндйх;1;;;1;306
865171C100;865171C100;;MOBIS/KIA/HYUNDAI;GETZ;гюцксьйю аюлоепю;10;;;1;14
876501H010;876501H010;;MOBIS/KIA/HYUNDAI;CEED 10-;гюцксьйю гепйюкю кебюъ;1;;;1;125
876601R000;876601R000;;MOBIS/KIA/HYUNDAI;SOLARIS;гюцксьйю гепйюкю опюбюъ;1;;;1;461
822654B000;822654B000;;MOBIS/KIA/HYUNDAI;PORTER;гюцксьйю гепйюкю опюбнцн;6;;;1;33
;224412A021;;MOBIS/KIA/HYUNDAI;;гюцксьйю йкюоюммни йпшьйх дбхцюрекъ;10;;;1;52
865621G600;865621G600;;MOBIS/KIA/HYUNDAI;RIO III 05-;гюцксьйю о/рс тюпш кебюъ;5;;;1;250
8272925010YN;8272925010YN;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюцксьйю псвйх дбепх бмсрп опюбюъ;20;;;1;12
;8271925000YN;;MOBIS/KIA/HYUNDAI;;гюцксьйю псвйх яюкнмю;10;;;1;12
8271925010YN;8271925010YN;;MOBIS/KIA/HYUNDAI;ACCENT;гюцксьйю псвйх яюкнмю;20;;;1;12
96563550;96563550;;GENERAL MOTORS;MATIZ;гюцксьйю тюпш опнрхбнрслюммни     кеб;20;;;1;48
;8199643010;;MOBIS/KIA/HYUNDAI;;гюцнрнбйю йкчвю  Porter;1;;;1;78
;691004L001;;MOBIS/KIA/HYUNDAI;SOLARIS;гюдмъъ оюмекэ йсгнбю;2;;;1;5 300
;691004L200;;MOBIS/KIA/HYUNDAI;SOLARIS;гюдмъъ оюмекэ йсгнбю;2;;;1;5 300
1416003103;1416003103;;MOBIS/KIA/HYUNDAI;ALL HYUNDAI;гюйкеойю D=3лл;101;;;1;9
1416005130;1416005130;;MOBIS/KIA/HYUNDAI;ALL HYUNDAI;гюйкеойю D=3лл;50;;;1;13
1416003133;1416003133;;MOBIS/KIA/HYUNDAI;ALL HYUNDAI;гюйкеойю D=3лл;101;;;1;9
;5814483401;;MOBIS/KIA/HYUNDAI;;гюйкеойю D=5лл;20;;;1;16
5814545000;5814545000;;MOBIS/KIA/HYUNDAI;COUNTY;гюйкеойю рнплнгмни мюйкюдйх;20;;;1;12
819051M030;819051M030;;MOBIS/KIA/HYUNDAI;CERATO 08-;гюлйнб йнлокейр;3;;;1;4 588
0K30C09010E;0K30C09010E;;MOBIS/KIA/HYUNDAI;RIO I;гюлйнб йнлокейр;1;;;1;460
;8142038000;;MOBIS/KIA/HYUNDAI;;гюлнй дбепх гюдмеи  S-5 (ОПЮБ.);1;;;1;400
0K9A073310A;0K9A073310C;;MOBIS/KIA/HYUNDAI;CREDOS;гюлнй дбепх гюдмеи кебни;1;;;1;444
8131007030GD;8131007030GD;;MOBIS/KIA/HYUNDAI;PICANTO;гюлнй дбепх оепедмеи кебни;1;;;1;686
8132038002;8132038002;;MOBIS/KIA/HYUNDAI;SONATA (04-);гюлнй дбепх оепедмеи опюбни;1;;;1;1 140
7119005003;7119005003;;SSANGYONG;MUSSO;гюлнй йюонрю;3;;;1;144
7110005001;7110005001;;SSANGYONG;MUSSO;гюлнй йюонрю;1;;;1;42
7110008000;7110008000;;SSANGYONG;REXTON;гюлнй йюонрю;2;;;1;86
96326997;96326997;;GENERAL MOTORS;MAGNUS (V200);гюлнй йюонрю;2;;;1;371
96250424;96250424;;GENERAL MOTORS;LANOS;гюлнй кчвйю аемгнаюйю;10;;;1;53
971545H000;971545H000;;MOBIS/KIA/HYUNDAI;HD35/75;гюякнмйю нрнохрекъ яюкнмю;10;;;1;136
8117421010;8117421010;;MOBIS/KIA/HYUNDAI;ELANTRA 00- 1.6;гюыекйю сонпю йюонрю;3;;;1;12
2913007000;2913007000;;MOBIS/KIA/HYUNDAI;PICANTO M/T;гюыхрю дбхцюрекъ кебюъ;4;;;1;72
291301R000;291301R400;;MOBIS/KIA/HYUNDAI;SOLARIS;гюыхрю дбхцюрекъ кебюъ;9;;;1;425
868123D000;868123D000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;гюыхрю йпшкю;6;;;1;1 040
96242551;96242551;;GENERAL MOTORS;LANOS (T100);гюыхрю йпшкю;7;;;1;610
8681125050;8681125050;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрю йпшкю (ACCENT рЮц КЕБ.);10;;;1;600
8681125000;8681125000;5453BL;GORDON;ACCENT (рюцюг);гюыхрю йпшкю (ACCENT рЮц КЕБ.);101;;;1;400
96548777;96548777;;GENERAL MOTORS;LACETTI (J200);гюыхрю йпшкю (LACETTI КЕБ.);10;;;1;670
868113D000;868113D000;5804L;GORDON;SONATA еF 98-;гюыхрю йпшкю (SON 98- КЕБ.);50;;;1;500
868123D000;868123D000;5804R;GORDON;SONATA еF 98-;гюыхрю йпшкю (SON 98- ОПЮБ.);50;;;1;500
868223D000;868223D000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;гюыхрю йпшкю гюдмецн;3;;;1;239
8682125000;8682125000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрю йпшкю гюдмецн (ACCENT рюц кеб.);1;;;1;129
8682225000;8682225000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрю йпшкю гюдмецн (ACCENT рЮц ОПЮБ);50;;;1;74
8,68E+15;8,68E+16;;MOBIS/KIA/HYUNDAI;TUCSON;гюыхрю йпшкю гюдмецн (TUCSON КЕБ.);1;;;1;147
868211C500;868212C000;;MOBIS/KIA/HYUNDAI;GETZ;гюыхрю йпшкю гюдмецн кебюъ;1;;;1;253
868261H500;868261H500;;MOBIS/KIA/HYUNDAI;CEED 06-;гюыхрю йпшкю гюдмецн кебюъ;1;;;1;192
868222L100;868222L100;;MOBIS/KIA/HYUNDAI;i30;гюыхрю йпшкю гюдмецн опюбнцн;1;;;1;61
868102P000;868102P000;;MOBIS/KIA/HYUNDAI;Sor 09-;гюыхрю йпшкю КЕБ.;2;;;1;1 145
868111F010;868111F010;;MOBIS/KIA/HYUNDAI;Sport 04-;гюыхрю йпшкю КЕБ.;8;;;1;494
8681125500;8681125500;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрю йпшкю оепедмецн кебнцн;20;;;1;517
8681225050;8681225050;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрю йпшкю опюбюъ;1;;;1;600
868123A000;868123A000;;MOBIS/KIA/HYUNDAI;TRAZET XG;гюыхрю йпшкю опюбюъ;6;;;1;258
8681225000;8681225000;5453BR;GORDON;ACCENT (рюцюг);гюыхрю йпшкю опюбюъ (ACCENT рЮц ОПЮБ.);101;;;1;400
291104B401;291104B401;;MOBIS/KIA/HYUNDAI;PORTER;гюыхрю лнрнпмнцн нряейю жемрпюкэмюъ оепедмъъ;1;;;1;2 024
;253214L000;;MOBIS/KIA/HYUNDAI;SOLARIS;гюыхрмши йнфсу пюдхюрнпю;4;;;1;903
2137226001;2137226001;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрмши йнфсу пелмъ цпл;6;;;1;23
2137326000;2137326000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гюыхрмши йнфсу пелмъ цпл;2;;;1;23
2432223775;2432223775;;MOBIS/KIA/HYUNDAI;ELANTRA 06-,CEED,I30;гбегднвйю жеох пюяопедбюкю;1;;;1;324
;243222A000;;MOBIS/KIA/HYUNDAI;;гбегднвйю жеох пюяопедбюкю;8;;;1;325
8760638530EB;8760638530MO;;MOBIS/KIA/HYUNDAI;SONATA EF (рЮцЮГ) 01MY;гепйюкн;2;;;1;3 108
876104L020CA;876104L020CA;;MOBIS/KIA/HYUNDAI;SOLARIS;гепйюкн б яанпе кебне   щк. нанцп. аег онбрнпхрекъ онбнпнрю вепмши окюярхй;2;;;1;4 227
;876104L030;;MOBIS/KIA/HYUNDAI;SOLARIS;гепйюкн дбепх;5;;;1;4 557
871235H000;871235H000;;MOBIS/KIA/HYUNDAI;COUNTY;гепйюкн гюдмецн бхдю;1;;;1;265
876101G90100;876101G90100;;MOBIS/KIA/HYUNDAI;RIO III 07-;гепйюкн кебне;2;;;1;2 499
876101E130EB;876101E130EB;;MOBIS/KIA/HYUNDAI;CEED (07.2007-);гепйюкн кебне;3;;;1;678
876101G902;876101G902;;MOBIS/KIA/HYUNDAI;RIO III 07-;гепйюкн кебне;2;;;1;2 480
0K2A369180CEB;0K2A369180CEB;;MOBIS/KIA/HYUNDAI;SHUMA;гепйюкн кебне щкейрпхвеяйне;2;;;1;1 809
876102E320;876102E350NW;;MOBIS/KIA/HYUNDAI;TUCSON;гепйюкн кебне щкейрпхвеяйне;1;;;1;2 725
851014F100;851014F100;;MOBIS/KIA/HYUNDAI;H100;гепйюкн опюбне;4;;;1;358
876204L020CA;876204L020CA;;MOBIS/KIA/HYUNDAI;SOLARIS;гепйюкн опюбне  Solaris (ЩКЕЙРП.);4;;;1;4 341
;876204L030;;MOBIS/KIA/HYUNDAI;SOLARIS;гепйюкн опюбне  Solaris (ЩКЕЙРП.ОНД ОНЙПЮЯЙС);5;;;1;4 557
876211M600;876211M600;;MOBIS/KIA/HYUNDAI;CERATO 08-;гепйюкн опюбне леуюмхвеяйне;7;;;1;169
0K2A369120CXX;0K2A369120CXX;;MOBIS/KIA/HYUNDAI;SEPHIA II/SHUMA 1,5;гепйюкн опюбне щкейрпхвеяйне;1;;;1;893
0K34A69120XX;0K34A69120XX;;MOBIS/KIA/HYUNDAI;RIO;гепйюкн опюбне щкейрпхвеяйне;2;;;1;499
0K9A269120CXX;0K9A269120CXX;;MOBIS/KIA/HYUNDAI;CLARUS;гепйюкн опюбне щкейрпхвеяйне;2;;;1;560
8762025770CS;8762025770CS;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);гепйюкн опюбне(яепеапн);10;;;1;1 379
8,51E+105;8,51E+105;;MOBIS/KIA/HYUNDAI;PREGIO;гепйюкн яюкнмю;10;;;1;239
851014F000;851014F000;;MOBIS/KIA/HYUNDAI;SPORTAGE;гепйюкн яюкнмю;1;;;1;218
0K24413250;0K24413250;;MOBIS/KIA/HYUNDAI;SEPHIA;хмфейрнп;2;;;1;733
9760125000;9760125000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);хяоюпхрекэ яйб V (Б ЯАНПЕ Я ЙКЮОЮМНЛ);3;;;1;3 193
664004Y000;664004Y000;9,90E+67;GORDON;KIA-RIO  2012-;йюонр;10;;;1;4 600
6001546685;6001546685;99C23;GORDON;пемн кнцюм 05-;йюонр;4;;;1;3 600
664001H000;664001H000;BT0046;GORDON;CEED;йюонр;4;;;1;6 100
664003D200;664003D200;99603;GORDON;SONATA еF 98-;йюонр;10;;;1;6 900
6640025320;6640025320;99519;GORDON;ACCENT (рюцюг);йюонр;4;;;1;4 200
6640025320;6640025320;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йюонр;1;;;1;7 900
0K53H52310A;0K53H52310A;;MOBIS/KIA/HYUNDAI;Kia Carnival;йюонр;3;;;1;2 501
0K55252310C;0K55252310C;;MOBIS/KIA/HYUNDAI;CARNIVAL;йюонр;3;;;1;4 699
6640037000;6640037000;;MOBIS/KIA/HYUNDAI;GRANDEUR TG;йюонр;5;;;1;5 405
2730123700;2730123700;DNPSCI007;DNPS;SPECTRA (хФЕБЯЙ);йюрсьйю гюфхцюмхъ;1;;;1;900
9,76E+130;9,76E+130;;MOBIS/KIA/HYUNDAI;ACCENT 1995-;йюрсьйю хмдсйрхбмнярх йнлопеяянпю яйб;1;;;1;3 183
94580146;94580146;;GENERAL MOTORS;MATIZ (M100);йкюоюм босяймни;50;;;1;217
2221126600;2221126600;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкюоюм босяймни;2;;;1;249
2221133000;2221133000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;йкюоюм босяймни;50;;;1;131
222112F000;222112F000;;MOBIS/KIA/HYUNDAI;SORENTO;йкюоюм босяймни;10;;;1;121
2221226000;2221226050;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкюоюм бшосяймни;8;;;1;226
;2114045000;;MOBIS/KIA/HYUNDAI;;йкюоюм дюбкемхъ люякю  County (ЛЮЯКЪМНИ ТНПЯСМЙХ);2;;;1;180
;96213038;;GENERAL MOTORS;;йкюоюм йнмдхжхнмепю нряевмни  NE;10;;;1;310
976742H040;976742H040;;MOBIS/KIA/HYUNDAI;ELANTRA;йкюоюм йнмрпнкэмши;2;;;1;391
976041C100;976041C100;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкюоюм пеяхбепю;1;;;1;1 033
93740918;93740918;CYC133;RAON;MATIZ (M100);йкюоюм ункнярнцн ундю;1;;;1;400
96413500;96413500;;GENERAL MOTORS;EPICA;йкюоюммюъ йпшьйю цнкнбйх акнйю жхкхмдпнб;1;;;1;3 655
;372705K000;;MOBIS/KIA/HYUNDAI;;йкеллю юййслскърнпю;2;;;1;587
861552H100;861552H100;;MOBIS/KIA/HYUNDAI;ELANTRA 06-,CEED,I30;йкхояю;101;;;1;7
8581837000;8581837000;;MOBIS/KIA/HYUNDAI;GETZ;йкхояю;101;;;1;10
8574602000AQ;8574602000AQ;;MOBIS/KIA/HYUNDAI;SONATA V (-2004);йкхояю;101;;;1;9
8651726000;8651726000;;MOBIS/KIA/HYUNDAI;SANTA FE;йкхояю аюлоепю;50;;;1;27
8213422000;8213422000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкхояю дбепх;10;;;1;2
866181C000;866181C000;;MOBIS/KIA/HYUNDAI;GETZ;йкхояю йпеокемхъ аюлоепю;2;;;1;25
865903S000;865903S000;;MOBIS/KIA/HYUNDAI;IX35,S-Fe 12-,Sport 10-,S;йкхояю йпеокемхъ аюлоепю;101;;;1;8
8112637000A;8112637010;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкхояю йпеокемхъ нахбйх йюонрю;101;;;1;11
87703H1500;87703H1500;;MOBIS/KIA/HYUNDAI;TERRACAN;йкхояю йпеокемхъ пюяьхпхрекеи;2;;;1;9
8775638000;8775638000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;йкхояю лнкдхмцю;101;;;1;8
87714FD200;8775635000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;йкхояю лнкдхмцю дбепх;101;;;1;4
8775838000;8775838000;;MOBIS/KIA/HYUNDAI;SORENTO;йкхояю мюйкюдйх онпнцю;101;;;1;4
8775535000;8775837000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;йкхояю мюйкюдйх онпнцю;101;;;1;8
8581533100;8581533100;;MOBIS/KIA/HYUNDAI;Cerato (2004-2006);йкхояю наьхбйх;1;;;1;2
8231538000;8231538000;;MOBIS/KIA/HYUNDAI;SONATA еF 98-;йкхояю наьхбйх дбепх;101;;;1;13
847471C000;847471C000;;MOBIS/KIA/HYUNDAI;GETZ;йкхояю оепедмеи оюмекх;101;;;1;9
8691022000;8691022000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкхояю онд цюийс тнмюпъ гюдмецн;101;;;1;12
8321922000;8321922000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йкхояю сокнрмхрекъ ярейкю;50;;;1;20
819961C300;819961C300;;MOBIS/KIA/HYUNDAI;GETZ;йкчв хллнахкюигепю, ярюкэ (яемдеп);1;;;1;1 571
819961F010;819961F010;;MOBIS/KIA/HYUNDAI;SPORTAGE NEW;йкчвгюцнрнбйю;1;;;1;55
937402E001CA;937402E001CA;;MOBIS/KIA/HYUNDAI;TUCSON;ймнойю опнрхбнрслюммшу тюп;1;;;1;456
9373025000;9373025000;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);ймнойю опнрхбнрслюммшу тюп гюдмху;1;;;1;560
846101H1200W;846101H1200W;;MOBIS/KIA/HYUNDAI;CEED;йнфсу;1;;;1;8 374
846501H1301N;846501H1301N;;MOBIS/KIA/HYUNDAI;CEED;йнфсу;1;;;1;1 953
977354B000;977354B000;;MOBIS/KIA/HYUNDAI;PORTER;йнфсу бемрхкърнпю яйб;1;;;1;407
2539043002;2539043001;;MOBIS/KIA/HYUNDAI;PORTER;йнфсу бемрхкърнпю янд;6;;;1;399
;9336525000CA;;MOBIS/KIA/HYUNDAI;;йнфсу бшйкчвюрекъ оепедмеи йнмянкх яюкнмю;4;;;1;46
8119325011;8119325011;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йнфсу гюлйю йюонрю;20;;;1;46
5615025000LT;5615025000LT;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йнфсу гбсйнбнцн яхцмюкю пскебнцн йнкеяю;1;;;1;380
833531H000EQ;833531H000EQ;;MOBIS/KIA/HYUNDAI;CEED 06-;йнфсу оюмекх дбепх бмсрпеммеи;2;;;1;108
833631H000EQ;833631H000EQ;;MOBIS/KIA/HYUNDAI;CEED 10-;йнфсу оюмекх дбепх бмсрпеммхи;2;;;1;78
;863624L500;;MOBIS/KIA/HYUNDAI;SOLARIS;йнфсу пюдхюрнпю бепумхи;3;;;1;1 113
291362L000;291362L000;;MOBIS/KIA/HYUNDAI;I30 (FD);йнфсу пюдхюрнпю опюбши;2;;;1;46
861602H010;861602H010;;MOBIS/KIA/HYUNDAI;ELANTRA 06-,CEED,I30;йнфсу пеьерйх бнгдсунгюанпмхйю опюбши;10;;;1;29
834851H000;834851H000;;MOBIS/KIA/HYUNDAI;CEED;йнфсу псвйх дбепх;4;;;1;64
;9216339000;;MOBIS/KIA/HYUNDAI;;йнфсу тюпш;10;;;1;54
;9219122000;;MOBIS/KIA/HYUNDAI;;йнфсу тюпш;2;;;1;109
;921911R000;;MOBIS/KIA/HYUNDAI;SOLARIS;йнфсу тюпш;3;;;1;195
3381341300;3381341300;;MOBIS/KIA/HYUNDAI;COUNTY;йнкевйн пюяошкхрекъ;20;;;1;29
2851026BB0;2851026BB0;;MOBIS/KIA/HYUNDAI;RIO III 07-;йнккейрнп бшосяймни;2;;;1;14 827
583023KA51;583023KA51;;MOBIS/KIA/HYUNDAI;SONATA NF;йнкндйх гюдмхе дхяйнбше;10;;;1;993
;583502EA00;;MOBIS/KIA/HYUNDAI;;йнкндйх псвмнцн рнплнгю;5;;;1;820
583501HA00;583501HA00;;MOBIS/KIA/HYUNDAI;I30 1,4/CEED 10- 1,4;йнкндйх рнплнгю ярнъмнвмнцн;50;;;1;1 300
0K58B3323Z;0K58B3323Z;;MOBIS/KIA/HYUNDAI;CARNIVAL;йнкндйх рнплнгмше;8;;;1;1 318
583023SA20;583023SA20;;MOBIS/KIA/HYUNDAI;SONATA YF 2,0-2,4;йнкндйх рнплнгмше гюдмхе;10;;;1;1 580
583053AA00;583053AA00;;MOBIS/KIA/HYUNDAI;TRAJET/CARNIVAL;йнкндйх рнплнгмше гюдмхе;20;;;1;774
5830538A00;583053CA00;;MOBIS/KIA/HYUNDAI;MAGENTIS;йнкндйх рнплнгмше гюдмхе;10;;;1;761
583022DA10;582152D300;;MOBIS/KIA/HYUNDAI;TUCSON;йнкндйх рнплнгмше гюдмхе;101;;;1;679
5830525A10;5830525A10;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йнкндйх рнплнгмше гюдмхе;4;;;1;720
5830525A10;5830525F10;;MOBIS/KIA/HYUNDAI;ACCENT (рюцюг);йнкндйх рнплнгмше гюдмхе;6;;;1;764
