;;;;;;;;;;;;;;;;4
;MITSUBISHI GALANT (3/93-3/97);;;;;;;;;;;;;;;2
3219;MBGAL93-000-L            ;MR124251;93-96;GALANT тюпю кеб аег йнппейрнп;1072;;14 яЕМ;;;214-1125L-LD-E;;;;;;3
3220;MBGAL93-000-R            ;MR124252;93-96;GALANT тюпю опюб аег йнппейрнп;1072;;14 яЕМ;;;214-1125R-LD-E;;;;;;3
3221;MBGAL93-030-L            ;MB848553;93-96;GALANT сйюг.онбнпнрю сцкнбни кеб;235;;;+;7 ДМ;214-1533L-AE;;;;;;3
3222;MBGAL93-030-R            ;MB848554;93-96;GALANT сйюг.онбнпнрю сцкнбни опюб;194;1;;;;214-1533R-AE;;;;;;3
15148;MBGAL93-080-L            ;;93-96;GALANT ярейкн тюпш опнрхбнрсл кеб;266;;;;;;;;;;;3
15149;MBGAL93-080-R            ;;93-96;GALANT ярейкн тюпш опнрхбнрсл опюб;266;;;;;;;;;;;3
12623;MBGAL97-100B-L           ;MR763038;97-98;GALANT пеьерйю пюдхюрнпю кеб (USA) вепм;496;+;;;;;;;;;;3
3228;MBGAL93-100B-L           ;MB912547;93-96;GALANT пеьерйю пюдхюрнпю кеб вепм;228;+;;;;;;;;;;3
12622;MBGAL97-100B-R           ;MR763046;97-98;GALANT пеьерйю пюдхюрнпю опюб (USA) вепм;496;+;;;;;;;;;;3
3227;MBGAL93-100B-R           ;MB912548;93-96;GALANT пеьерйю пюдхюрнпю опюб вепм;199;1;;;;;;;;;;3
3237;MBGAL93-140M             ;MB959443;93-96;GALANT окюмйю-тюпрсй онд пеьерйс лерюк;1238;+;17 яЕМ;;;;;;;;;3
3229;MBGAL93-160B             ;MB912581;93-96;GALANT аюлоеп оепедм вепм;5934;;;;;;;;;;;3
3230;MBGAL93-240P             ;MB887535;93-96;GALANT сяхкхрекэ аюлоепю оепедм (USA) окюярхй;1025;+;;;;;;;;;;3
11185;MBGAL93-241              ;MR200337;93-96;GALANT сяхкхрекэ аюлоепю оепедм;1822;+;;;;;;;;;;3
3232;MBGAL93-270-L            ;MB861839;93-96;GALANT йпшкн оепедм кеб я нрб о/онбрнпхрекэ;4356;+;;;;;;;;;;3
3231;MBGAL93-270-R            ;MB861840;93-96;GALANT йпшкн оепедм опюб я нрб о/онбрнпхрекэ;4290;;17 яЕМ;;;;;;;;;3
3233;MBGAL93-271-L            ;MB907639;93-96;GALANT йпшкн оепедм кеб аег нрб о/онбрнпхрекэ;4329;+;24 яЕМ;;;;;;;;;3
3234;MBGAL93-271-R            ;MB907640;93-96;GALANT йпшкн оепедм опюб аег нрб о/онбрнпхрекэ;4329;+;;;;;;;;;;3
13461;MBGAL93-300-L            ;MB912593;93-96;GALANT ондйпшкнй оепедм йпшкю кеб;330;+;;;;;;;;;;3
13462;MBGAL93-300-R            ;MB912594;93-96;GALANT ондйпшкнй оепедм йпшкю опюб;397;;24 яЕМ;;;;;;;;;3
3235;MBGAL93-330              ;MB861835;93-96;GALANT йюонр;7105;+;;;;;;;;;;3
3236;MBGAL93-331              ;MB907635;93-98;GALANT йюонр (turbo) (USA);5585;+;;;;;;;;;;3
16136;MBGAL88-340-L            ;MB401249;88-96;GALANT оеркъ йюонрю кеб;343;;;;;;;;;;;3
16137;MBGAL88-340-R            ;MB401250;88-96;GALANT оеркъ йюонрю опюб;343;;;;;;;;;;;3
3238;MBGAL93-380              ;MB861765/MB907588;93-96;GALANT ясоонпр пюдхюрнпю;4732;;;;;;;;;;;3
3225;MBGAL93-740H-L           ;MR124265;93-96;GALANT тнмюпэ гюдм бмеьм кеб пюлй упнл;839;;;+;7 ДМ;214-1943L-AS1;;;;;;3
3223;MBGAL93-740B-L           ;MR912569;93-96;GALANT тнмюпэ гюдм бмеьм кеб пюлй вепм;564;;;;;214-1943L-AS2;;;;;;3
3226;MBGAL93-740H-R           ;MR124266;93-96;GALANT тнмюпэ гюдм бмеьм опюб пюлй упнл;591;;;;;214-1943R-AS1;;;;;;3
3224;MBGAL93-740B-R           ;MR912570;93-96;GALANT тнмюпэ гюдм бмеьм опюб пюлй вепм;564;;;;;214-1943R-AS2;;;;;;3
11056;MBGAL93-810-L            ;MB912509;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх кеб мхфм опълни;1159;;;+;7 ДМ;;;;;;;3
11055;MBGAL93-810-R            ;MB912510;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх опюб мхфм опълни;1159;;;+;7 ДМ;;;;;;;3
11058;MBGAL93-811-L            ;MB912511;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх кеб мхфм йпхбни;1162;;;;;;;;;;;3
11057;MBGAL93-811-R            ;MB912512;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх опюб мхфм йпхбни;1162;;;;;;;;;;;3
11060;MBGAL93-812-L            ;MB912505;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх кеб бепум;1192;;;+;7 ДМ;;;;;;;3
11059;MBGAL93-812-R            ;MB912506;93-96;GALANT {ECLIPSE 95-99} пшвюц оепедм ондбеяйх опюб бепум;1192;;;+;7 ДМ;;;;;;;3
11253;MBGAL93-840-Z            ;MB892981;93-97;GALANT ярнийю ярюахкхгюрнпю к=о оепед;252;;;+;7 ДМ;;;;;;;3
11254;MBGAL93-841-Z            ;;93-97;GALANT ярнийю ярюахкхгюрнпю к=о гюдм;192;;;;;;;;;;;3
14742;MBGAL93-910              ;MB845810;93-96;GALANT пюдхюрнп нукюфдем AT 1.8 2 2.5 (2 ПЪД) (KOYO);4051;;;;;;PA030641;;;;;3
14011;MBGAL93-911              ;MB845797;93-96;GALANT пюдхюрнп нукюфдем AT 1.8 2 2.5 (1 ПЪД) (KOYO);3952;;;;;;PL030593;;;;;3
12224;MBGAL93-912              ;MB957758;93-96;GALANT пюдхюрнп нукюфдем MT 1.8 2 2.5 (2 ПЪД);2797;;;+;7 ДМ;;;;;;;3
12409;MBGAL93-913              ;MB845797;93-96;GALANT пюдхюрнп нукюфдем AT 1.8 2 2.5;2461;;;;;;;;;;;3
14009;MBGAL93-914              ;MB957758;93-96;GALANT пюдхюрнп нукюфдем MT 1.8 2 2.5 (1 ПЪД) (KOYO);2391;;;;;;PL030555;;;;;3
16294;MBGAL93-924              ;MB845862/MB845869/MR127280;93-96;GALANT {GS- MT)(S/ES/LS- AT} лнрнп+бемрхкърнп  пюдхюр нукюфдем я йнпося;2126;;;;;;;;;;;3
16295;MBGAL93-925              ;MB845865/MB890938/MR127282;93-96;GALANT {GS- AT} лнрнп+бемрхкърнп  пюдхюр нукюфдем я йнпося;2093;;;;;;;;;;;3
13334;MBGAL93-930              ;MB813733/MR116930/MR239950;93-96;GALANT {+SPACE RUNNER 91-TD/ SPACE WAGON 92- TD} йнмдемяюрнп йнмдхж (NISSENS) (ЯЛ.ЙЮРЮКНЦ);3155;;;;;;;94183;;35267;;3
;;;;;;;;;;;;;;;;4
;MITSUBISHI GALANT (4/97-)  USA (99-);;;;;;;;;;;;;;;2
16241;MBGAL99-000-L            ;MR439549;99-01;GALANT тюпю кеб (USA) (DEPO);1382;+;;;;314-1127L-US1;;;;;;3
3239;MBGAL97-000-L            ;MR325939;97-03;GALANT тюпю кеб аег йнппейрнп;1209;+;;;;214-1142L-LD-E;;;;;;3
16242;MBGAL99-000-R            ;MR439550;99-01;GALANT тюпю опюб (USA) (DEPO);1382;+;;;;314-1127R-US1;;;;;;3
3240;MBGAL97-000-R            ;MR325940;97-03;GALANT тюпю опюб аег йнппейрнп;1209;+;;;;214-1142R-LD-E;;;;;;3
17977;MBGAL02-001-L            ;MR972843;02-03;GALANT тюпю кеб (USA) (DEPO);1551;+;;;;314-1127L-US2;;;;;;3
28715;MBGAL99-001-L            ;MR439549;99-01;GALANT тюпю кеб (USA) EAGLE EYES;1503;;;;;;;;;;;3
11398;MBGAL97-001-L            ;MR325939;97-03;GALANT тюпю кеб о/йнппейрнп;1568;+;;;;214-1142L-LD-EM;;;;;;3
17978;MBGAL02-001-R            ;MR972844;02-03;GALANT тюпю опюб (USA) (DEPO);1551;+;14 яЕМ;;;314-1127R-US2;;;;;;3
28716;MBGAL99-001-R            ;MR439550;99-01;GALANT тюпю опюб (USA) EAGLE EYES;1503;;;;;;;;;;;3
11399;MBGAL97-001-R            ;MR325940;97-03;GALANT тюпю опюб о/йнппейрнп;1568;+;;;;214-1142R-LD-EM;;;;;;3
28717;MBGAL02-002-L            ;MR972843;02-03;GALANT тюпю кеб (USA) EAGLE EYES;1530;;;;;;;;;;;3
28718;MBGAL02-002-R            ;MR972844;02-03;GALANT тюпю опюб (USA) EAGLE EYES;1530;;;;;;;;;;;3
13181;MBGAL97-030W-L           ;;97-03;GALANT сйюг.онбнпнрю сцкнбни кеб аек;190;+;;;;214-1549L-AE-C;;;;;;3
3241;MBGAL97-030Y-L           ;MR192759;97-03;GALANT сйюг.онбнпнрю сцкнбни кеб фекр;179;+;;;;214-1549L-AE;;;;;;3
13182;MBGAL97-030W-R           ;;97-03;GALANT сйюг.онбнпнрю сцкнбни опюб аек;232;;;+;7 ДМ;214-1549R-AE-C;;;;;;3
3242;MBGAL97-030Y-R           ;MR192760;97-03;GALANT сйюг.онбнпнрю сцкнбни опюб фекр;176;+;;;;214-1549R-AE;;;;;;3
16823;MBGAL99-070-L            ;MR439553;99-01;GALANT тюпю опнрхбнрсл кеб (USA) (DEPO);957;+;;;;314-2002L-ASD;;;;;;3
22221;MBGAL02-070-L            ;MR972845;02-03;GALANT тюпю опнрхбнрсл кеб (USA) (DEPO);874;1;;;;314-2002L-USN;;;;;;3
16824;MBGAL99-070-R            ;MR439554;99-01;GALANT тюпю опнрхбнрсл опюб (USA) (DEPO);957;+;;;;314-2002R-ASD;;;;;;3
22222;MBGAL02-070-R            ;MR972846;02-03;GALANT тюпю опнрхбнрсл опюб (USA) (DEPO);874;;14 яЕМ;;;314-2002R-USN;;;;;;3
28723;MBGAL99-071-L            ;MR439553;99-01;GALANT тюпю опнрхбнрсл кеб (USA) EAGLE EYES;798;;;;;;;;;;;3
28805;MBGAL02-071-L            ;MR972845;02-03;GALANT тюпю опнрхбнрсл кеб (USA) EAGLE EYES;775;;;;;;;;;;;3
28724;MBGAL99-071-R            ;MR439554;99-01;GALANT тюпю опнрхбнрсл опюб (USA) EAGLE EYES;798;;;;;;;;;;;3
28806;MBGAL02-071-R            ;MR972846;02-03;GALANT тюпю опнрхбнрсл опюб (USA) EAGLE EYES;775;;;;;;;;;;;3
22500;MBGAL97-080-L            ;;97-03;GALANT ярейкн тюпш опнрхбнрсл кеб;232;;;;;;;;;;;3
22501;MBGAL97-080-R            ;;97-03;GALANT ярейкн тюпш опнрхбнрсл опюб;232;;;;;;;;;;;3
18772;MBGAL02-100B-L           ;MR633648;02-03;GALANT пеьерйю пюдхюрнпю кеб (USA) вепм;760;+;;;;;;;;;;3
18773;MBGAL02-100B-R           ;MR633652;02-03;GALANT пеьерйю пюдхюрнпю опюб (USA) вепм;760;+;;;;;;;;;;3
3243;MBGAL97-100H             ;MR766366;97-98;GALANT пеьерйю пюдхюрнпю упнл;694;;17 яЕМ;;;;;;;;;3
12624;MBGAL99-100H             ;MR416920;99-03;GALANT пеьерйю пюдхюрнпю упнл;2314;+;;;;;;;;;;3
17095;MBGAL99-101HB            ;MR275200;99-01;GALANT пеьерйю пюдхюрнпю (USA) упнл-вепм;2079;+;;;;;;;;;;3
17096;MBGAL99-160X             ;MR465772;99-01;GALANT аюлоеп оепедм (USA) цпсмр;2933;+;;;;;;;;;;3
18770;MBGAL02-160X             ;MR972999;02-03;GALANT аюлоеп оепедм (USA) цпсмр;1914;;24 яЕМ;;;;;;;;;3
3244;MBGAL97-160X             ;MR325299;97-98;GALANT аюлоеп оепедм цпсмр;4191;+;;;;;;;;;;3
12803;MBGAL97-160B             ;;97-98;GALANT аюлоеп оепедм вепм;2640;+;;;;;;;;;;3
16138;MBGAL99-190-L            ;MR465637;99-03;GALANT пеьерйю аюлоепю оепедм кеб;1016;;;;;;;;;;;3
16139;MBGAL99-190-R            ;MR465638;99-03;GALANT пеьерйю аюлоепю оепедм опюб;727;;;;;;;;;;;3
16485;MBGAL97-240              ;MR215374;97-03;GALANT сяхкхрекэ аюлоепю оепедм бепум;594;+;;;;;;;;;;3
17145;MBGAL99-240              ;MR287703;99-01;GALANT сяхкхрекэ аюлоепю оепедм бепум (USA);562;+;;;;;;;;;;3
17362;MBGAL97-241              ;MR215372;97-03;GALANT сяхкхрекэ аюлоепю оепедм;825;+;24 яЕМ;;;;;;;;;3
17144;MBGAL99-241              ;MR358120;99-03;GALANT сяхкхрекэ аюлоепю оепедм (USA);1172;+;24 яЕМ;;;;;;;;;3
12621;MBGAL99-270-L            ;MR325759;99-03;GALANT йпшкн оепедм кеб аег нрб о/онбрнпхрекэ (USA);1023;+;17 яЕМ;;;;;;;;;3
3245;MBGAL97-270-L            ;MR273255;97-03;GALANT йпшкн оепедм кеб я нрб о/онбрнпхрекэ;893;1;17 яЕМ;;;;;;;;;3
12432;MBGAL99-270-R            ;MR325760;99-03;GALANT йпшкн оепедм опюб аег нрб о/онбрнпхрекэ (USA);1023;+;;;;;;;;;;3
3246;MBGAL97-270-R            ;MR273256;97-03;GALANT йпшкн оепедм опюб я нрб о/онбрнпхрекэ;893;;17 яЕМ;;;;;;;;;3
13118;MBLAN92-280Y-Z           ;;92-95;LANCER {98-03/COLT98-/GALANT 97-} онбрнпхрекэ онбнпнрю б йпшкн к=о фекр;74;;;;;214-1405N-AE-Y;;;;;;3
15174;MBLAN92-281CC-N          ;;92-95;LANCER {98-03/COLT98-/GALANT 97-} онбрнпхрекэ онбнпнрю б йпшкн к+о (йнлокейр) (2 ЬР) упсярюк;137;;;;;214-1405P-X;;;;;;3
16140;MBGAL97-300-L            ;MR264773;97-03;GALANT ондйпшкнй оепедм йпшкю кеб;429;+;;;;;;;;;;3
16141;MBGAL97-300-R            ;MR264774;97-03;GALANT ондйпшкнй оепедм йпшкю опюб;429;+;24 яЕМ;;;;;;;;;3
15447;MBGAL97-320              ;CW725794;97-03;GALANT гюлнй йюонрю;498;;;;;;;;;;;3
3247;MBGAL97-330              ;MR294592;97-03;GALANT йюонр;3318;1;24 яЕМ;;;;;;;;;3
17097;MBGAL99-330              ;MR325742;99-03;GALANT йюонр (USA);3168;+;17 яЕМ;;;;;;;;;3
16154;MBGAL97-340-L            ;MB358575;97-03;GALANT {+USA/STRATUS(01-04)/ECLIPSE(00-04)} оеркъ йюонрю кеб;1151;;;+;7 ДМ;;;;;;;3
16155;MBGAL97-340-R            ;MB358576;97-03;GALANT {+USA/STRATUS(01-04)/ECLIPSE(00-04)} оеркъ йюонрю опюб;1151;;;+;7 ДМ;;;;;;;3
11441;MBGAL97-380              ;MR241972;97-03;GALANT ясоонпр пюдхюрнпю;3773;+;;;;;;;;;;3
17098;MBGAL99-380              ;MR325486;99-01;GALANT ясоонпр пюдхюрнпю (USA);2063;+;;;;;;;;;;3
18631;MBGAL02-380              ;MR535600;02-03;GALANT ясоонпр пюдхюрнпю (USA);2211;+;24 яЕМ;;;;;;;;;3
18565;MBGAL99-450-L            ;MR788214;99-03;GALANT гепйюкн кеб (USA) щкейрп я онднцпеб;1599;;17 яЕМ;;;;;;;;;3
15470;MBGAL97-450-L            ;;97-03;GALANT гепйюкн кеб щкейрп я онднцпеб (convex);1590;+;;;;;;;;;;3
18566;MBGAL99-450-R            ;MR788222;99-03;GALANT гепйюкн опюб (USA) щкейрп я онднцпеб;1695;+;;;;;;;;;;3
15471;MBGAL97-450-R            ;;97-03;GALANT гепйюкн опюб щкейрп я онднцпеб (convex);1647;1;;;;;;;;;;3
16913;MBGAL97-451-L            ;;97-03;GALANT гепйюкн кеб щкейрп аег онднцпеб (flat);1524;;;;;;;;;;;3
16914;MBGAL97-451-R            ;;97-03;GALANT гепйюкн опюб щкейрп аег онднцпеб (convex);1524;;;;;;;;;;;3
22283;MBGAL97-490-L            ;;97-03;GALANT юпйю пел.йпшкю гюдм кеб (яедюм);1494;;;;;;;;;;;3
22284;MBGAL97-490-R            ;;97-03;GALANT юпйю пел.йпшкю гюдм опюб (яедюм);1494;;;;;;;;;;;3
18771;MBGAL99-640X             ;MR465774;99-03;GALANT аюлоеп гюдм (USA) цпсмр;3465;+;;;;;;;;;;3
12254;MBGAL97-640B             ;;97-03;GALANT аюлоеп гюдм (яедюм) вепм;1559;;;;;;;;;;;3
19354;MBGAL99-700              ;MR214896;99-03;GALANT сяхкхрекэ аюлоепю гюдм (USA);1824;;;;;;;;;;;3
17217;MBGAL99-740-L            ;;99-01;GALANT тнмюпэ гюдм бмеьм кеб (USA);1713;+;;;;314-1912L-AS;;;;;;3
11123;MBGAL97-740-L            ;MR339075;97-98;GALANT тнмюпэ гюдм бмеьм кеб (яедюм);1159;;;;;214-1960L2U;;;;;;3
17218;MBGAL99-740-R            ;;99-01;GALANT тнмюпэ гюдм бмеьм опюб (USA);1713;+;;;;314-1912R-AS;;;;;;3
11124;MBGAL97-740-R            ;MR339076;97-98;GALANT тнмюпэ гюдм бмеьм опюб (яедюм);1396;;;+;7 ДМ;214-1960R2U;;;;;;3
18012;MBGAL99-741-L            ;MR482343;99-02;GALANT тнмюпэ гюдм бмеьм кеб (яедюм) (euro);1342;;;;;214-1980L-U;;;;;;3
18013;MBGAL99-741-R            ;MR482344;99-02;GALANT тнмюпэ гюдм бмеьм опюб (яедюм) (euro);1391;;;;;214-1980R-U;;;;;;3
26473;MBGAL97-810-L            ;MR554375;97-03;GALANT {(USA)+ECLIPSE(02-04)} пшвюц оепедм ондбеяйх кеб мхфм;1514;;;;;;;;;;;3
26474;MBGAL97-810-R            ;MR554376;97-03;GALANT {(USA)+ECLIPSE(02-04)} пшвюц оепедм ондбеяйх опюб мхфм;1921;;;+;7 ДМ;;;;;;;3
11885;MBGAL97-910              ;MR281668/MR212455;97-03;GALANT пюдхюрнп нукюфдем AT 2 2.4 2.5 (1 ПЪД);3108;;;;;;;;;;;3
14013;MBGAL97-911              ;MR281668/MR212455;97-03;GALANT пюдхюрнп нукюфдем AT 2 2.4 2.5 (KOYO);3874;;;+;7 ДМ;;PL030493;;;;;3
14014;MBGAL97-912              ;MR281667/MR212454;97-03;GALANT пюдхюрнп нукюфдем MT 2 2.4 2.5 (KOYO);3433;;;;;;PL030490;;;;;3
11886;MBGAL97-913              ;MR281668/MR212455;97-03;GALANT пюдхюрнп нукюфдем AT 2 2.4 2.5 (2 ПЪД);4333;;;;;;;;;;;3
20046;MBGAL97-914              ;MR281667/MR212454;97-03;GALANT пюдхюрнп нукюфдем MT 2 2.4 2.5;2652;1;;;;;;;;;;3
21072;MBGAL99-915              ;MR312229;99-03;GALANT пюдхюрнп нукюфдем AT 2 2.4 2.5 (KOYO) (USA);3737;;;+;7 ДМ;;PL030848;;;;;3
21487;MBGAL99-916              ;MR312229;99-03;GALANT пюдхюрнп нукюфдем AT 2 2.4 2.5 (USA);2703;;;+;7 ДМ;;;;;;;3
19241;MBGAL99-920              ;MR312238+MR312234+MR312235;99-00;GALANT лнрнп+бемрхкърнп  пюдхюр нукюфдем я йнпося 2.4 (USA);6765;+;;;;;;;;;;3
20123;MBGAL97-930              ;MR216132;97-03;GALANT йнмдемяюрнп йнмдхж;2112;;;;;;;;;;94702K;3
16296;MBGAL97-940              ;MR298865;97-03;GALANT лнрнп+бемрхкърнп йнмдемя йнмд я йнпося;1860;;;;;;;;;;;3
19353;MBGAL00-940              ;MR500515;00-03;GALANT лнрнп+бемрхкърнп йнмдемя йнмд я йнпося 3 (USA);4257;;;;;;;;;;;3
29045;MBGAL97-960-L            ;MR162571;97-03;GALANT пшвюц гюдм ондбеяйх кеб бепум;718;;;;;;;;;;;3
29046;MBGAL97-960-R            ;MR162572;97-03;GALANT пшвюц гюдм ондбеяйх опюб бепум;718;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;MITSUBISHI GRANDIS (4/04-);;;;;;;;;;;;;;;2
26770;MBGRA04-000-L            ;;04-;GRANDIS тюпю кеб;4640;;;+;7 ДМ;;;;;;;3
26771;MBGRA04-000-R            ;;04-;GRANDIS тюпю опюб;4640;;;+;7 ДМ;;;;;;;3
26774;MBGRA04-070-L            ;;04-;GRANDIS тюпю опнрхбнрсл кеб;1117;;;+;7 ДМ;;;;;;;3
26775;MBGRA04-070-R            ;;04-;GRANDIS тюпю опнрхбнрсл опюб;1117;;;+;7 ДМ;;;;;;;3
26776;MBGRA04-100-L            ;;04-;GRANDIS пеьерйю пюдхюрнпю кеб;1312;;;;;;;;;;;3
26777;MBGRA04-100-R            ;;04-;GRANDIS пеьерйю пюдхюрнпю опюб;0;;;;;;;;;;;3
26778;MBGRA04-160              ;;04-;GRANDIS аюлоеп оепедм;3282;;;;;;;;;;;3
26779;MBGRA04-640              ;;04-;GRANDIS аюлоеп гюдм;3336;;;;;;;;;;;3
26772;MBGRA04-740-L            ;;04-;GRANDIS тнмюпэ гюдм бмеьм кеб;0;;;;;;;;;;;3
26773;MBGRA04-740-R            ;;04-;GRANDIS тнмюпэ гюдм бмеьм опюб;0;;;;;;;;;;;3
21165;MBGRA04-910              ;MN171216/MN171217;04-;GRANDIS пюдхюрнп нукюфдем (NISSENS) (ЯЛ.ЙЮРЮКНЦ);9630;;;;;;;68182;;;;3
25496;MBGRA04-911              ;MN171216/MN171217;04-;GRANDIS пюдхюрнп нукюфдем (KOYO);4713;;;;;;PL032302;;;;68182Y;3
29083;MBGRA04-912              ;MN171216/MN171217;04-;GRANDIS пюдхюрнп нукюфдем;2670;;;;;;;;;;;3
29414;MBGRA04-930              ;MR958112;04-;GRANDIS йнмдемяюрнп йнмдхж (ЯЛ.ЙЮРЮКНЦ);0;;;;;;;;;;;3
;;;;;;;;;;;;;;;;4
;MITSUBISHI L200 (05-);;;;;;;;;;;;;;;2
23768;MB20005-000-L            ;8301A691;05-;L200 тюпю кеб о/йнппейрнп;2463;+;14 яЕМ;;;214-1180L-LD-EM;;;;;;3
26150;MB20010-000L-L           ;8301B471;10-;L200 тюпю кеб о/йнппейрнп сй.онбнп опнгпювм;2678;+;;;;214-1180L-LDEMC;;;;;;3
23769;MB20005-000-R            ;8301A692;05-;L200 тюпю опюб о/йнппейрнп;2463;+;14 яЕМ;;;214-1180R-LD-EM;;;;;;3
26151;MB20010-000L-R           ;;10-;L200 тюпю опюб о/йнппейрнп сй.онбнп опнгпювм;2678;+;;;;214-1180R-LDEMC;;;;;;3
29822;MBPAS09-000-L            ;8301B357;09-;PAJERO SPORT {L200  12-} тюпю кеб кхмгнбюм +/- о/йнппейрнп;0;;;;;214-1197L-LD-EM;;;;;;3
29823;MBPAS09-000-R            ;8301B358;09-;PAJERO SPORT {L200  12-} тюпю опюб кхмгнбюм +/- о/йнппейрнп;0;;;;;214-1197R-LD-EM;;;;;;3
26160;MB20005-001L-N           ;;05-;L200 тюпю к+о (йнлокейр) рчмхмц (DEVIL EYES) о/йнппейрнп бмсрпх вепм сй.онбнп опнгпювм;8325;+;;;;D14-1102P-LDEM2;;;;;;3
28729;MB20005-002L-N           ;MB346-B9WCW-NE;05-;L200 тюпю к+о (йнлокейр) рчмхмц кхмгнбюм я яберъы нандй дхнд EAGLE EYES бмсрпх упнл сй.онбнп опнгпювм;8069;;;;;;;;;;;3
21854;MB20005-050-L            ;8355A015;05-;L200 тнмюпэ-йюрютнр кеб б гюдм аюлоеп;277;;;+;7 ДМ;214-2905L-E;;;;;;3
21855;MB20005-050-R            ;8355A016;05-;L200 тнмюпэ-йюрютнр опюб б гюдм аюлоеп;277;;;+;7 ДМ;214-2905R-E;;;;;;3
23483;MB20005-070-L            ;8321A097+8321A095+6400A965HB;05-;L200 тюпю опнрхбнрсл кеб б яанпе я йпеокем (DEPO);1221;+;14 яЕМ;;;214-2041L-UEN;;;;;;3
23484;MB20005-070-R            ;8321A097+8321A096+6400A965HB;05-;L200 тюпю опнрхбнрсл опюб б яанпе я йпеокем (DEPO);1221;+;;;;214-2041R-UEN;;;;;;3
19064;RNMEG03-070-Z            ;8200074008/1209177/8321A034/620639;03-;MEGANE {+LOGAN/CT C4 04-/C5 05-/DW NEXIA 08-/SZ G.VITARA 06- /SWI 05-/Paje 07-} тюпю опнрхбнрсл к=о (DEPO);718;1;14 яЕМ;;;551-2007N-UE;;;;;;3
21456;MB20005-100HB-L          ;;05-;L200 пеьерйю пюдхюрнпю кеб упнл-вепм;1109;;;;;;;;;;;3
21457;MB20005-100HB-R          ;;05-;L200 пеьерйю пюдхюрнпю опюб упнл-вепм;1109;;;;;;;;;;;3
21452;MB20005-160B             ;6400A747WA;05-;L200 аюлоеп оепедм я нрб о/пюяьхпхр вепм;2542;;;;;;;;;;;3
21453;MB20005-161B             ;6400A746WA;05-;L200 аюлоеп оепедм аег нрб о/пюяьхпхр вепм;2590;;;;;;;;;;;3
21455;MB20005-190B             ;6402A073;05-;L200 пеьерйю аюлоепю оепедм вепм;307;;;;;;;;;;;3
21454;MB20005-220B             ;MN146335T;05-;L200 яоникеп аюлоепю оепедм вепм;558;;;;;;;;;;;3
25171;MB20005-270-L            ;5220A819VT;05-;L200 йпшкн оепедм кеб лерюкк;2505;+;17 яЕМ;;;;;;;;;3
25172;MB20005-270-R            ;5220A820VT;05-;L200 йпшкн оепедм опюб лерюкк;2505;+;17 яЕМ;;;;;;;;;3
25173;MB20005-271-L            ;5220A817VT;05-;L200 йпшкн оепедм кеб аег нрб о/лнкдхмц лерюкк;2574;+;17 яЕМ;;;;;;;;;3
25174;MB20005-271-R            ;5220A818VT;05-;L200 йпшкн оепедм опюб аег нрб о/лнкдхмц лерюкк;2574;+;;;;;;;;;;3
29071;MB20005-300-L            ;5370A277;05-;L200 ондйпшкнй оепедм йпшкю кеб оепед вюярэ;1485;;24 яЕМ;;;;;;;;;3
29072;MB20005-300-R            ;5370A278;05-;L200 ондйпшкнй оепедм йпшкю опюб оепед вюярэ;1485;;24 яЕМ;;;;;;;;;3
29073;MB20005-301-L            ;5370A275;05-;L200 ондйпшкнй оепедм йпшкю кеб гюдм вюярэ;1485;;24 яЕМ;;;;;;;;;3
29074;MB20005-301-R            ;5370A276;05-;L200 ондйпшкнй оепедм йпшкю опюб гюдм вюярэ;1485;;24 яЕМ;;;;;;;;;3
25170;MB20005-330              ;5900A087VT;05-;L200 йюонр лерюкк;4125;;17 яЕМ;;;;;;;;;3
26357;MB20006-450X-L           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн кеб щкейрп я онднцпеб (convex) цпсмр;4354;;;;;;;;;;;3
26358;MB20006-450X-R           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн опюб щкейрп я онднцпеб (convex) цпсмр;4354;;;;;;;;;;;3
26718;MB20006-451H-L           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн кеб щкейрп я онднцпеб (convex) йпшьй упнл;4609;1;;;;;;;;;;3
26719;MB20006-451H-R           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн опюб щкейрп я онднцпеб (convex) йпшьй упнл;5406;;;+;7 ДМ;;;;;;;3
29656;MB20006-452H-L           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн кеб щкейрп я онднцпеб юбрняйкюдшб (convex) йпшьй упнл;0;;;;;;;;;;;3
29657;MB20006-452H-R           ;;06-;L200 {PAJERO SPORT 09-} гепйюкн опюб щкейрп я онднцпеб юбрняйкюдшб (convex) йпшьй упнл;0;;;;;;;;;;;3
21090;MB20005-740-L            ;8330A009;05-;L200 тнмюпэ гюдм бмеьм кеб;674;+;;;;214-1993L-AE;;;;;;3
